registro	ano	mes	dia	tmed	urmed	vento	tmax	urmax	ventomax	tmin	urmin	chuva
4586	2009	7	22	22.73	71.70	1.64	30.64	100.00	9.95	14.88	38.98	0.00
4587	2009	7	23	19.02	90.60	1.22	25.93	100.00	11.45	15.93	61.13	4.30
4588	2009	7	24	15.48	99.90	0.62	16.99	100.00	6.20	14.12	102.50	23.60
4589	2009	7	25	14.77	99.90	0.36	16.83	100.00	3.95	12.90	101.20	7.20
4590	2009	7	26	17.66	99.90	0.48	21.92	100.00	3.95	15.15	96.80	0.80
4591	2009	7	27	19.40	99.90	0.53	22.70	100.00	3.95	16.58	93.80	0.00
4592	2009	7	28	21.04	96.80	0.67	29.25	100.00	5.45	16.34	62.37	0.00
4593	2009	7	29	20.14	99.90	0.58	25.02	100.00	6.20	16.96	82.30	0.50
4594	2009	7	30	18.83	99.90	1.09	23.82	100.00	6.20	15.09	83.50	0.10
4595	2009	7	31	17.65	96.80	1.32	24.03	100.00	5.45	13.95	75.00	0.00
4596	2009	8	1	18.64	93.60	0.47	26.06	100.00	3.95	12.87	61.44	0.00
4597	2009	8	2	21.07	79.50	1.44	28.70	100.00	9.95	14.66	37.12	0.00
4598	2009	8	3	18.81	96.70	0.51	22.63	100.00	3.95	16.11	80.70	0.70
4599	2009	8	4	19.34	91.20	0.71	27.90	100.00	5.45	13.46	51.70	0.10
4600	2009	8	5	19.71	84.30	0.50	28.99	100.00	4.70	12.40	43.31	0.00
4601	2009	8	6	23.26	74.00	1.16	30.88	100.00	6.20	17.93	35.71	0.00
4602	2009	8	7	21.93	80.30	0.65	31.09	100.00	5.45	15.04	37.58	0.00
4603	2009	8	8	22.38	70.10	0.81	30.91	100.00	6.95	15.19	28.78	0.00
4604	2009	8	9	21.16	67.81	1.04	29.61	100.00	5.45	12.96	30.05	0.00
4605	2009	8	10	18.00	78.30	2.21	22.91	100.00	9.95	13.84	61.07	0.00
4606	2009	8	11	16.10	84.00	2.85	21.95	100.00	9.20	11.00	59.13	0.00
4607	2009	8	12	17.56	83.20	1.28	26.93	100.00	8.45	8.50	45.04	0.00
4608	2009	8	13	18.46	79.80	0.77	28.74	100.00	4.70	9.82	35.32	0.00
4609	2009	8	14	18.60	64.84	0.70	28.05	100.00	4.70	9.76	24.06	0.00
4610	2009	8	15	19.10	69.77	1.39	28.18	100.00	7.70	8.85	36.12	0.00
4611	2009	8	16	21.00	67.47	1.21	29.35	99.20	8.45	13.72	30.58	0.00
4612	2009	8	17	21.65	71.20	1.49	31.17	100.00	7.70	12.25	33.11	0.00
4613	2009	8	18	18.86	99.90	0.95	25.79	100.00	7.70	16.88	66.44	17.70
4614	2009	8	19	17.54	99.90	1.40	20.26	100.00	13.70	15.97	89.30	20.70
4615	2009	8	20	18.12	99.90	0.96	20.98	100.00	6.20	15.83	95.40	7.50
4616	2009	8	21	16.52	95.70	2.30	19.45	100.00	9.20	11.02	77.20	3.20
4617	2009	8	22	14.80	88.40	2.21	22.08	100.00	8.45	8.56	59.86	0.00
4618	2009	8	23	13.70	99.90	0.53	15.73	100.00	6.20	10.38	99.90	9.10
4619	2009	8	24	17.15	99.90	0.52	20.48	100.00	3.95	14.69	89.50	0.50
4620	2009	8	25	18.12	93.70	1.91	22.95	100.00	8.45	14.86	70.50	0.00
4621	2009	8	26	19.65	83.40	1.90	26.22	100.00	7.70	14.06	52.05	0.00
4622	2009	8	27	19.78	82.60	0.84	27.05	100.00	6.95	12.97	47.71	0.00
4623	2009	8	28	20.10	76.20	0.93	27.89	100.00	6.95	11.98	39.38	0.00
4624	2009	8	29	20.96	67.24	0.83	29.14	100.00	6.95	11.71	36.25	0.00
4625	2009	8	30	20.89	65.50	1.02	30.08	100.00	6.20	11.26	20.46	0.00
4626	2009	8	31	20.92	68.46	1.01	30.41	100.00	5.45	10.66	30.72	0.00
4627	2009	9	1	22.72	68.14	1.17	31.60	100.00	6.95	13.98	31.71	0.00
4628	2009	9	2	23.83	70.40	0.93	33.19	100.00	4.70	15.30	33.57	0.00
4629	2009	9	3	22.39	85.90	1.69	32.96	100.00	13.70	16.26	45.70	2.20
4630	2009	9	4	19.95	99.90	0.75	23.58	100.00	6.20	18.12	86.50	15.20
4631	2009	9	5	21.80	95.30	0.42	27.35	100.00	3.20	17.49	71.20	0.00
4632	2009	9	6	19.50	99.90	0.51	21.33	100.00	5.45	17.41	95.10	3.10
4633	2009	9	7	22.87	83.20	1.08	31.07	100.00	6.95	15.57	44.64	0.10
4634	2009	9	8	21.18	98.20	1.73	29.09	100.00	12.20	18.55	67.58	35.10
4635	2009	9	9	19.95	99.90	1.02	23.34	100.00	8.45	18.34	87.10	42.20
4636	2009	9	10	21.48	97.20	1.02	26.52	100.00	6.95	18.31	76.90	0.30
4637	2009	9	11	22.05	85.90	1.30	28.63	100.00	7.70	17.03	54.04	0.00
4638	2009	9	12	22.51	80.00	0.73	30.22	100.00	5.45	15.67	36.45	0.00
4639	2009	9	13	23.87	75.80	1.01	31.18	100.00	6.20	16.02	42.17	0.00
4640	2009	9	14	21.43	91.90	2.07	28.00	100.00	9.20	17.46	60.91	0.00
4641	2009	9	15	21.11	87.60	1.22	28.29	100.00	6.20	14.25	59.77	0.00
4642	2009	9	16	21.27	83.50	1.24	29.44	100.00	6.20	16.01	41.65	0.00
4643	2009	9	17	21.42	85.90	1.01	29.86	100.00	8.45	15.23	41.44	0.00
4644	2009	9	18	21.86	87.20	1.19	31.45	100.00	12.20	14.62	53.30	0.00
4645	2009	9	19	20.51	98.00	1.13	25.66	100.00	9.95	17.49	76.40	5.80
4646	2009	9	20	21.57	95.90	0.87	26.74	100.00	4.70	18.13	73.40	0.00
4647	2009	9	21	19.40	98.90	1.41	23.67	100.00	12.20	16.54	85.00	8.50
4648	2009	9	22	20.40	99.90	0.37	24.98	100.00	3.20	16.63	83.40	0.10
4649	2009	9	23	19.40	99.90	0.82	22.04	100.00	13.70	17.01	96.30	14.00
4650	2009	9	24	18.65	95.40	1.75	23.20	100.00	8.45	13.48	75.30	0.00
4651	2009	9	25	18.02	83.20	1.63	25.12	100.00	6.95	11.94	49.52	0.00
4652	2009	9	26	21.82	82.20	0.59	31.82	100.00	5.45	12.36	45.64	0.00
4653	2009	9	27	25.98	71.80	1.61	32.86	100.00	9.95	17.57	40.90	0.00
4654	2009	9	28	24.24	82.20	1.54	32.29	100.00	18.20	19.83	55.24	9.60
4655	2009	9	29	19.47	99.90	1.42	20.89	100.00	6.95	16.56	92.60	0.30
4656	2009	9	30	17.19	87.70	3.02	21.45	100.00	9.95	13.67	68.40	0.00
4657	2009	10	1	20.17	84.70	1.27	27.25	100.00	6.95	13.50	60.58	0.00
4658	2009	10	2	23.17	83.80	0.81	30.97	100.00	5.45	14.92	50.76	0.00
4659	2009	10	3	23.28	90.30	1.26	30.36	100.00	9.20	18.81	65.36	0.00
4660	2009	10	4	22.81	87.50	1.39	29.90	100.00	7.70	16.99	59.64	0.00
4661	2009	10	5	24.28	80.40	0.67	32.67	100.00	6.95	16.78	39.37	0.00
4662	2009	10	6	23.47	90.60	0.95	30.59	100.00	10.70	19.15	55.44	5.40
4663	2009	10	7	22.30	91.10	1.40	28.38	100.00	7.70	18.56	68.10	0.00
4664	2009	10	8	18.34	98.10	2.01	20.91	100.00	7.70	14.59	87.30	1.20
4665	2009	10	9	17.58	87.10	2.75	23.42	99.70	9.20	13.71	66.39	0.00
4666	2009	10	10	18.59	87.00	1.92	26.23	100.00	8.45	12.66	60.32	0.00
4667	2009	10	11	21.94	79.90	0.77	31.38	100.00	6.95	11.65	44.84	0.00
4668	2009	10	12	20.58	95.70	1.24	28.91	100.00	18.20	17.17	62.51	7.70
4669	2009	10	13	20.67	94.50	1.11	27.47	100.00	6.95	16.54	67.03	0.10
4670	2009	10	14	22.95	84.90	0.81	32.06	100.00	8.45	14.52	49.10	0.00
4671	2009	10	15	19.49	99.90	1.02	21.75	100.00	11.45	17.49	89.10	20.10
4672	2009	10	16	20.87	91.10	1.87	26.85	100.00	8.45	16.41	66.12	0.00
4673	2009	10	17	20.52	94.10	1.25	26.80	100.00	9.95	15.95	74.40	0.00
4674	2009	10	18	23.31	93.10	0.89	29.62	100.00	4.70	18.09	70.70	3.50
4675	2009	10	19	20.58	99.90	1.44	27.00	100.00	11.45	17.39	83.80	5.00
4676	2009	10	20	21.66	92.00	0.92	27.56	100.00	6.95	16.16	64.85	0.00
4677	2009	10	21	23.91	83.20	1.13	30.71	100.00	6.20	17.52	54.97	0.00
4678	2009	10	22	22.59	94.60	1.63	27.67	100.00	12.95	17.72	76.70	11.40
4679	2009	10	23	23.12	84.00	1.28	29.31	100.00	8.45	17.85	52.91	0.00
4680	2009	10	24	24.07	83.30	0.87	31.39	100.00	6.20	16.21	48.71	0.00
4681	2009	10	25	24.50	85.60	1.47	30.00	100.00	8.00	19.90	62.00	0.00
4682	2009	10	26	21.53	97.90	1.08	27.30	100.00	5.45	19.20	76.10	1.40
4683	2009	10	27	21.91	90.50	3.08	27.57	100.00	11.45	18.62	69.38	0.00
4684	2009	10	28	22.57	85.10	3.33	28.00	100.00	9.95	18.61	64.25	0.00
4685	2009	10	29	22.40	87.90	2.53	28.50	100.00	9.20	17.40	64.44	0.00
4686	2009	10	30	23.69	82.40	2.36	30.22	100.00	9.20	17.65	53.17	0.00
4687	2009	10	31	25.04	76.10	1.34	32.47	100.00	8.45	17.70	35.51	0.00
4688	2009	11	1	25.33	77.50	1.29	33.05	100.00	6.95	18.06	34.85	0.00
4689	2009	11	2	26.39	73.40	1.30	33.98	100.00	6.95	18.41	34.58	0.00
4690	2009	11	3	27.00	69.88	1.43	34.54	100.00	8.45	18.63	37.84	0.00
4691	2009	11	4	26.54	67.57	1.10	34.23	100.00	6.20	17.97	36.44	0.00
4692	2009	11	5	26.52	77.30	1.86	32.70	100.00	13.70	20.29	49.90	10.20
4693	2009	11	6	24.88	89.90	1.41	30.85	100.00	9.20	20.59	60.50	1.20
4694	2009	11	7	24.13	91.30	1.73	30.32	100.00	11.45	20.24	60.77	11.10
4695	2009	11	8	22.71	98.50	0.99	27.26	100.00	8.45	20.07	78.00	14.20
4696	2009	11	9	23.09	99.40	0.87	27.81	100.00	6.20	20.63	79.20	9.20
4697	2009	11	10	25.72	85.50	1.34	32.53	100.00	6.95	19.75	53.50	0.10
4698	2009	11	11	24.67	93.70	1.25	31.39	100.00	7.70	20.38	69.56	0.00
4699	2009	11	12	25.97	81.10	1.79	32.59	100.00	8.45	19.98	48.63	0.00
4700	2009	11	13	26.44	80.50	1.56	33.58	100.00	7.70	20.15	49.57	0.00
4701	2009	11	14	26.98	84.70	1.40	33.55	100.00	8.45	20.63	58.36	0.00
4702	2009	11	15	25.37	92.50	1.37	31.57	100.00	12.95	20.60	63.04	9.40
4703	2009	11	16	24.72	87.50	1.78	30.94	100.00	9.95	20.13	56.57	0.00
4704	2009	11	17	24.86	80.50	2.04	31.12	100.00	11.45	19.61	54.17	0.00
4705	2009	11	18	26.22	80.10	1.06	33.87	100.00	12.95	18.71	46.16	0.00
4706	2009	11	19	26.64	82.10	1.49	34.79	100.00	12.95	21.25	46.84	0.00
4707	2009	11	20	24.05	93.30	1.43	32.70	100.00	14.45	19.77	57.77	5.40
4708	2009	11	21	23.18	98.90	0.96	29.40	100.00	11.45	19.89	71.70	13.60
4709	2009	11	22	25.31	88.50	1.13	31.94	100.00	6.95	20.43	56.57	0.00
4710	2009	11	23	23.91	98.30	0.72	28.89	100.00	6.20	20.34	76.90	6.20
4711	2009	11	24	23.43	98.10	1.02	30.56	100.00	8.45	20.01	68.50	13.60
4712	2009	11	25	25.75	87.40	0.68	33.18	100.00	5.45	20.40	51.70	0.10
4713	2009	11	26	26.06	85.40	1.20	33.12	100.00	6.95	20.70	53.49	2.60
4714	2009	11	27	23.57	98.10	1.07	30.49	100.00	10.70	20.71	69.63	11.30
4715	2009	11	28	22.74	99.90	1.24	27.46	100.00	10.70	20.07	83.00	23.80
4716	2009	11	29	22.45	99.90	1.37	28.14	100.00	13.70	19.16	80.80	63.20
4717	2009	11	30	25.19	96.00	1.12	30.19	100.00	6.95	21.19	73.40	0.30
4718	2009	12	1	24.77	95.40	1.00	30.81	100.00	6.20	21.25	64.29	0.40
4719	2009	12	2	26.26	88.90	0.71	31.88	100.00	6.20	21.63	61.49	0.00
4720	2009	12	3	23.69	98.40	1.19	29.18	100.00	9.20	18.51	75.10	51.70
4721	2009	12	4	21.16	96.10	2.56	23.18	100.00	9.95	19.54	81.70	0.30
4722	2009	12	5	22.39	84.30	3.22	27.36	95.80	9.95	18.27	67.78	0.00
4723	2009	12	6	23.47	87.80	1.16	28.97	100.00	6.20	17.61	67.23	1.10
4724	2009	12	7	22.53	99.90	0.79	26.12	100.00	7.70	21.15	84.00	14.00
4725	2009	12	8	22.01	99.90	0.58	25.52	100.00	9.20	20.32	92.50	24.70
4726	2009	12	9	23.22	92.20	2.26	28.20	100.00	8.45	18.93	75.00	0.00
4727	2009	12	10	23.30	95.30	1.32	27.92	100.00	8.45	18.38	79.30	0.40
4728	2009	12	11	24.58	93.10	0.57	31.04	100.00	7.70	20.10	59.84	2.90
4729	2009	12	12	23.79	96.40	1.75	30.78	100.00	17.45	20.39	62.90	14.50
4730	2009	12	13	19.88	99.90	0.94	22.06	100.00	6.20	17.91	100.80	15.10
4731	2009	12	14	21.03	97.40	1.06	26.36	100.00	5.45	17.49	81.60	0.00
4732	2009	12	15	23.87	93.30	0.83	30.45	100.00	9.20	18.66	60.70	0.00
4733	2009	12	16	24.23	92.10	1.10	31.47	100.00	9.95	19.31	55.63	2.20
4734	2009	12	17	22.68	92.80	0.84	31.42	100.00	11.45	18.39	59.57	41.70
4735	2009	12	18	22.74	92.70	1.12	28.57	100.00	7.70	18.05	62.11	0.00
4736	2009	12	19	24.21	82.70	1.70	30.81	100.00	9.20	18.85	52.97	0.00
4737	2009	12	20	25.02	82.60	0.88	32.16	100.00	6.20	17.42	50.16	0.00
4738	2009	12	21	26.30	75.20	0.84	32.91	100.00	6.20	19.22	37.11	0.00
4739	2009	12	22	25.98	77.60	1.03	32.88	100.00	5.45	18.84	42.91	0.00
4740	2009	12	23	25.48	84.00	0.75	33.04	100.00	6.95	19.25	45.43	0.00
4741	2009	12	24	23.92	95.00	0.62	29.78	100.00	8.45	20.41	64.70	1.00
4742	2009	12	25	23.49	99.90	0.67	29.43	100.00	7.70	20.36	73.20	11.10
4743	2009	12	26	23.99	99.90	0.82	28.95	100.00	7.70	21.48	74.80	41.30
4744	2009	12	27	24.45	99.90	0.95	30.96	100.00	10.70	21.23	71.00	27.70
4745	2009	12	28	24.04	99.90	1.19	29.26	100.00	11.45	21.72	78.00	7.00
4746	2009	12	29	23.25	99.90	0.66	27.47	100.00	6.95	20.99	92.80	5.60
4747	2009	12	30	23.89	98.90	1.02	28.48	100.00	6.20	20.57	81.00	0.80
4748	2009	12	31	25.15	89.60	1.73	31.78	100.00	11.45	20.54	53.37	0.00
4749	2010	1	1	24.05	93.90	2.08	29.86	100.00	8.45	20.35	71.00	0.00
4750	2010	1	2	24.18	97.60	0.82	30.44	100.00	8.45	21.01	69.56	2.00
4751	2010	1	3	26.65	85.90	1.08	34.67	100.00	6.95	20.59	46.10	0.00
4752	2010	1	4	26.60	83.40	0.79	34.07	100.00	6.20	21.47	43.23	0.00
4753	2010	1	5	26.01	88.00	1.16	33.63	100.00	13.70	21.39	51.82	5.80
4754	2010	1	6	24.48	94.50	1.04	30.98	100.00	10.70	20.59	66.03	0.70
4755	2010	1	7	26.50	85.00	1.58	30.30	100.00	10.30	20.80	73.90	9.00
4756	2010	1	8	23.41	99.90	0.55	28.73	100.00	5.45	21.31	82.40	0.90
4757	2010	1	9	25.42	89.70	1.19	32.28	100.00	7.70	20.47	57.43	0.00
4758	2010	1	10	24.42	91.00	0.78	32.21	100.00	8.45	20.33	62.37	0.00
4759	2010	1	11	23.40	96.50	0.61	30.42	100.00	9.95	19.81	62.90	8.80
4760	2010	1	12	23.77	94.60	0.73	31.55	100.00	9.95	19.92	61.78	3.40
4761	2010	1	13	25.52	86.50	0.86	31.46	100.00	6.20	20.10	58.44	0.00
4762	2010	1	14	23.97	95.00	1.16	29.08	100.00	9.95	19.72	73.00	2.70
4763	2010	1	15	23.13	93.40	1.86	28.15	100.00	9.20	19.37	76.20	11.50
4764	2010	1	16	23.08	95.00	0.85	31.01	100.00	11.45	19.18	63.44	5.50
4765	2010	1	17	23.37	98.40	0.54	31.11	100.00	11.45	20.40	64.70	2.90
4766	2010	1	18	25.02	95.10	0.91	31.47	100.00	7.70	20.98	65.23	3.60
4767	2010	1	19	23.23	99.30	0.94	32.29	100.00	12.95	19.27	60.63	46.70
4768	2010	1	20	24.55	94.80	0.83	31.41	100.00	9.95	20.11	68.16	17.20
4769	2010	1	21	22.91	99.90	0.57	29.20	100.00	8.45	20.77	54.00	9.80
4770	2010	1	22	21.84	95.90	0.55	24.71	100.00	5.45	20.04	81.00	1.30
4771	2010	1	23	23.12	93.60	0.98	28.14	100.00	9.20	19.13	58.00	30.60
4772	2010	1	24	22.22	88.80	0.66	28.73	100.00	5.45	18.77	54.00	0.10
4773	2010	1	25	22.11	94.80	0.76	28.20	100.00	9.20	18.78	64.00	7.10
4774	2010	1	26	22.71	88.00	0.64	28.92	100.00	7.70	18.88	60.00	0.30
4775	2010	1	27	23.45	82.00	0.84	29.99	100.00	6.95	19.41	48.00	1.60
4776	2010	1	28	23.60	85.00	0.73	28.93	100.00	9.95	20.51	58.00	15.00
4777	2010	1	29	21.69	94.00	0.35	24.81	100.00	5.45	19.86	58.00	24.70
4778	2010	1	30	21.12	94.00	0.42	23.06	100.00	5.45	20.00	87.00	19.30
4779	2010	1	31	23.16	82.00	0.89	31.88	100.00	12.20	19.39	54.00	7.50
4780	2010	2	1	25.26	68.00	0.81	33.49	100.00	7.70	18.69	34.00	0.00
4781	2010	2	2	26.09	68.00	0.83	34.34	100.00	4.70	19.11	36.00	0.00
4782	2010	2	3	26.19	72.00	0.83	34.29	100.00	9.20	20.02	34.00	0.00
4783	2010	2	4	27.60	74.00	0.75	34.59	100.00	7.70	20.80	35.00	19.30
4784	2010	2	5	26.67	79.70	0.61	34.34	100.00	6.20	20.71	43.44	1.10
4785	2010	2	6	26.75	74.30	1.01	34.03	100.00	12.95	21.07	43.64	0.10
4786	2010	2	7	25.01	83.50	0.86	32.47	100.00	7.70	19.92	50.77	5.90
4787	2010	2	8	26.19	78.00	0.70	32.47	100.00	6.20	20.05	48.58	0.00
4788	2010	2	9	25.77	76.80	1.04	32.35	100.00	7.70	20.11	42.37	2.80
4789	2010	2	10	22.98	93.50	0.55	28.18	100.00	6.20	20.45	71.50	4.80
4790	2010	2	11	23.38	93.70	0.67	31.06	100.00	9.95	20.45	61.90	9.00
4791	2010	2	12	25.90	83.00	0.90	33.73	100.00	6.95	21.01	49.49	0.00
4792	2010	2	13	26.66	73.40	0.60	33.49	100.00	6.20	20.63	37.44	0.00
4793	2010	2	14	26.32	74.30	0.96	33.85	100.00	6.20	18.87	41.11	0.00
4794	2010	2	15	26.71	75.60	0.70	34.52	100.00	6.95	20.42	42.50	0.00
4795	2010	2	16	25.68	82.20	0.76	32.20	100.00	6.95	20.73	60.10	2.30
4796	2010	2	17	23.96	91.40	0.42	31.68	100.00	12.20	20.97	61.50	21.10
4797	2010	2	18	21.91	99.40	0.33	23.41	100.00	5.45	20.84	94.00	7.80
4798	2010	2	19	23.55	90.00	0.59	28.50	100.00	5.45	20.24	67.78	0.00
4799	2010	2	20	23.77	88.90	0.48	31.47	100.00	9.20	20.33	56.83	17.80
4800	2010	2	21	25.75	80.80	0.56	33.65	100.00	4.70	18.88	46.64	0.00
4801	2010	2	22	26.33	82.10	0.71	33.64	100.00	9.95	20.94	49.77	0.00
4802	2010	2	23	26.85	80.50	0.78	34.02	100.00	10.70	21.02	49.44	2.70
4803	2010	2	24	26.80	80.80	0.96	33.61	100.00	9.95	21.70	46.71	2.20
4804	2010	2	25	23.38	89.70	1.94	27.88	100.00	11.45	20.68	75.50	8.70
4805	2010	2	26	22.54	79.70	2.33	27.44	93.80	9.20	18.45	64.65	0.00
4806	2010	2	27	23.84	78.80	1.89	29.77	95.20	7.70	18.76	60.51	0.00
4807	2010	2	28	21.84	94.90	0.66	27.10	100.00	9.20	18.95	76.90	34.70
4808	2010	3	1	20.74	90.30	3.02	23.97	100.00	11.45	18.57	76.60	16.10
4809	2010	3	2	20.97	89.10	1.98	23.46	99.60	7.70	18.74	80.10	0.70
4810	2010	3	3	22.24	88.40	1.05	26.03	98.50	6.20	18.87	74.50	0.50
4811	2010	3	4	24.45	83.90	1.32	29.89	99.80	7.70	19.71	62.84	0.00
4812	2010	3	5	24.77	82.30	1.19	30.88	97.40	7.70	19.86	62.24	0.00
4813	2010	3	6	21.48	89.90	0.83	25.80	100.00	6.95	18.41	68.79	0.00
4814	2010	3	7	22.00	79.30	0.73	29.52	100.00	7.70	15.81	34.66	0.00
4815	2010	3	8	23.80	73.80	0.88	31.24	100.00	6.20	16.84	40.52	0.00
4816	2010	3	9	24.67	71.20	0.77	32.31	100.00	5.45	16.34	38.18	0.00
4817	2010	3	10	26.12	69.38	1.06	33.03	99.70	7.70	19.99	35.58	0.00
4818	2010	3	11	25.82	68.29	0.94	33.13	100.00	7.70	18.18	37.65	0.00
4819	2010	3	12	26.90	66.83	0.90	33.21	96.40	7.70	19.58	42.11	0.00
4820	2010	3	13	26.85	72.70	0.86	34.10	100.00	6.20	19.13	39.38	0.00
4821	2010	3	14	24.44	86.20	1.15	32.21	100.00	13.70	19.97	53.98	21.70
4822	2010	3	15	23.76	90.80	0.86	29.45	100.00	8.45	19.86	63.84	19.30
4823	2010	3	16	24.32	80.90	1.57	30.16	100.00	8.45	21.03	46.91	0.00
4824	2010	3	17	23.38	79.80	1.80	29.77	96.60	9.95	18.81	55.91	0.00
4825	2010	3	18	24.25	76.60	0.65	31.32	97.60	6.95	17.61	50.71	0.00
4826	2010	3	19	25.17	80.90	0.51	32.34	100.00	5.45	19.21	41.38	0.00
4827	2010	3	20	25.53	78.10	0.89	33.09	100.00	9.20	19.32	44.78	0.00
4828	2010	3	21	24.91	84.40	0.98	31.05	100.00	7.70	20.67	56.04	1.60
4829	2010	3	22	23.99	90.20	0.94	32.13	100.00	15.95	20.38	56.43	2.20
4830	2010	3	23	23.98	89.40	0.51	32.10	100.00	12.20	19.31	57.71	0.10
4831	2010	3	24	26.22	79.90	0.70	33.09	100.00	6.95	20.04	46.31	0.00
4832	2010	3	25	24.84	89.10	0.34	31.43	100.00	6.20	21.43	59.91	0.00
4833	2010	3	26	24.16	89.30	0.40	29.95	100.00	6.20	20.84	65.84	0.30
4834	2010	3	27	24.47	88.00	0.61	31.60	100.00	5.45	20.62	51.11	0.00
4835	2010	3	28	22.60	97.00	0.43	30.06	100.00	20.45	19.73	62.71	21.70
4836	2010	3	29	23.69	91.10	0.97	31.24	100.00	13.70	19.31	58.44	12.50
4837	2010	3	30	23.91	91.00	0.83	29.43	100.00	5.45	20.09	67.44	0.10
4838	2010	3	31	24.09	82.20	1.26	30.10	99.80	7.70	19.25	53.78	0.00
4839	2010	4	1	23.85	83.50	0.92	29.41	97.00	7.70	19.51	63.84	0.00
4840	2010	4	2	22.76	92.30	0.42	30.12	100.00	6.20	19.66	61.51	13.80
4841	2010	4	3	21.94	99.90	0.31	25.83	100.00	5.45	20.63	85.50	28.00
4842	2010	4	4	23.86	93.70	0.95	28.48	100.00	6.95	21.04	72.60	1.80
4843	2010	4	5	22.16	88.20	1.61	26.00	99.30	8.45	19.13	72.30	0.00
4844	2010	4	6	16.94	94.60	0.94	19.29	100.00	9.95	14.35	90.90	8.10
4845	2010	4	7	17.75	85.20	1.46	23.37	100.00	9.95	13.86	61.19	0.00
4846	2010	4	8	17.52	85.90	1.09	24.03	100.00	8.45	13.74	47.73	0.00
4847	2010	4	9	18.72	80.10	2.07	24.70	100.00	7.70	14.58	51.60	0.00
4848	2010	4	10	18.78	80.70	1.28	26.18	100.00	9.20	12.31	45.19	0.00
4849	2010	4	11	19.58	80.00	1.33	26.36	100.00	6.95	13.08	47.26	0.00
4850	2010	4	12	20.83	76.20	0.99	27.59	100.00	6.95	14.23	43.99	0.00
4851	2010	4	13	21.13	77.60	0.59	28.61	100.00	7.70	14.04	41.72	0.00
4852	2010	4	14	21.71	78.70	0.57	28.84	100.00	6.95	15.02	43.53	0.00
4853	2010	4	15	21.84	79.50	0.47	28.78	100.00	5.45	15.57	44.72	0.00
4854	2010	4	16	22.10	75.60	0.38	31.15	100.00	4.70	14.86	33.32	0.00
4855	2010	4	17	22.71	71.30	0.44	31.14	100.00	6.95	14.87	33.05	0.00
4856	2010	4	18	22.69	69.15	0.58	30.42	99.10	6.20	15.47	39.85	0.00
4857	2010	4	19	22.65	73.10	0.71	31.94	100.00	3.95	14.10	39.25	0.00
4858	2010	4	20	23.69	76.80	0.54	32.07	100.00	7.70	15.58	41.92	0.00
4859	2010	4	21	24.13	76.40	0.63	32.25	100.00	6.20	17.21	39.38	0.00
4860	2010	4	22	24.48	76.70	0.70	32.35	100.00	6.95	16.82	39.11	0.00
4861	2010	4	23	23.24	87.60	0.87	31.02	100.00	14.45	19.48	56.04	24.10
4862	2010	4	24	23.03	89.80	1.00	28.59	100.00	7.70	19.13	66.98	0.10
4863	2010	4	25	25.33	84.20	0.64	31.93	100.00	6.20	19.90	55.98	0.00
4864	2010	4	26	25.02	74.80	1.10	31.28	100.00	9.20	19.50	38.32	0.10
4865	2010	4	27	24.50	80.60	0.94	29.87	98.30	9.20	19.62	58.98	0.00
4866	2010	4	28	22.29	84.40	0.72	28.73	100.00	6.95	17.62	60.04	0.00
4867	2010	4	29	21.53	83.10	0.75	27.73	98.60	6.95	17.75	55.11	0.00
4868	2010	4	30	20.58	78.70	0.78	27.09	100.00	6.95	14.83	48.78	0.00
4869	2010	5	1	18.97	71.50	0.73	25.74	100.00	6.20	12.45	32.12	0.00
4870	2010	5	2	19.20	75.90	0.40	27.83	100.00	5.45	11.27	37.59	0.00
4871	2010	5	3	21.01	78.20	0.54	29.80	100.00	6.95	12.66	43.98	0.00
4872	2010	5	4	22.60	78.20	0.64	30.16	100.00	7.70	15.01	42.92	0.00
4873	2010	5	5	23.10	83.20	0.53	30.06	100.00	5.45	17.34	55.58	0.00
4874	2010	5	6	22.40	85.50	0.51	29.83	100.00	5.45	16.38	52.91	0.00
4875	2010	5	7	23.08	77.60	0.47	31.56	100.00	5.45	15.55	33.45	0.00
4876	2010	5	8	20.41	97.40	0.50	24.74	100.00	8.45	17.87	80.10	11.90
4877	2010	5	9	18.50	90.90	0.96	23.11	100.00	7.70	16.14	69.67	7.40
4878	2010	5	10	17.54	81.30	1.13	22.94	98.90	7.70	13.70	54.67	0.00
4879	2010	5	11	15.94	83.60	0.41	22.84	100.00	4.70	10.26	38.07	0.10
4880	2010	5	12	14.70	77.00	1.17	20.89	100.00	9.95	10.23	40.54	0.00
4881	2010	5	13	15.08	82.30	0.36	22.27	100.00	4.70	8.60	55.60	0.00
4882	2010	5	14	16.81	85.70	0.48	24.58	100.00	6.95	9.44	53.53	0.00
4883	2010	5	15	17.62	83.10	0.25	26.72	100.00	3.20	11.47	35.99	0.00
4884	2010	5	16	18.26	80.60	0.22	26.92	100.00	3.20	10.32	40.52	0.00
4885	2010	5	17	19.35	85.80	0.72	24.58	100.00	6.95	14.97	64.32	0.00
4886	2010	5	18	19.80	89.70	0.39	26.55	100.00	6.20	13.92	59.26	0.00
4887	2010	5	19	17.35	96.50	0.44	19.54	100.00	6.95	12.95	83.30	4.80
4888	2010	5	20	15.40	84.50	0.31	21.30	100.00	4.70	10.80	55.87	0.00
